Journal ISO4 Abbreviation,Year,Number of Patent-Cited Articles,Number of Non-Patent-Cited Articles,Total Number of Unique Patent Family Citations,Patent Impact Factor
Surg Laparosc Endosc Percutan Tech,2004,3,77,13,0.002597403
Surg Laparosc Endosc Percutan Tech,2005,1,91,1,0.002680965
Surg Laparosc Endosc Percutan Tech,2006,2,105,2,0.002659574
Surg Laparosc Endosc Percutan Tech,2008,5,146,9,0.009009009
Surg Laparosc Endosc Percutan Tech,2009,2,179,2,0.00390625
Surg Laparosc Endosc Percutan Tech,2010,2,146,2,0.003327787
Surg Laparosc Endosc Percutan Tech,2011,1,193,3,0.003115265
Surg Laparosc Endosc Percutan Tech,2012,3,194,3,0.002898551
Surg Laparosc Endosc Percutan Tech,2013,1,165,1,0.001355014
Surg Laparosc Endosc Percutan Tech,2014,1,160,2,0.002758621
Surg Laparosc Endosc,1999,1,18,1,0.002155172
Surg Neurol,1999,8,209,41,0.022371365
Surg Neurol,2000,5,183,32,0.017204301
Surg Neurol,2001,7,116,11,0.002152853
Surg Neurol,2003,6,141,22,0.013368984
Surg Neurol,2004,6,147,40,0.013138686
Surg Neurol,2005,14,201,74,0.035928144
Surg Neurol,2006,11,214,25,0.016905072
Surg Neurol,2007,12,210,27,0.014508929
Surg Neurol,2008,10,201,17,0.010298661
Surg Neurol,2009,11,238,13,0.006743738
Surg Obes Relat Dis,2009,5,123,15,0.016990291
Surg Obes Relat Dis,2010,4,133,43,0.006315789
Surg Obes Relat Dis,2011,3,120,23,0.036259542
Surg Obes Relat Dis,2012,6,142,32,0.042179262
Surg Obes Relat Dis,2013,3,189,5,0.001633987
Surg Obes Relat Dis,2015,1,218,1,0.001187648
Surg Oncol,1999,3,17,7,0.044247788
Surg Oncol,2000,2,21,2,0.010526316
Surg Oncol,2001,2,10,10,0.035294118
Surg Oncol,2002,3,25,6,0.025316456
Surg Oncol,2003,3,24,6,0.022727273
Surg Oncol,2004,1,26,1,0.010638298
Surg Oncol,2005,1,14,1,0.010204082
Surg Oncol,2006,3,29,12,0.069306931
Surg Oncol,2007,2,75,4,0.009615385
Surg Oncol,2008,1,38,3,0.012820513
Surg Oncol,2011,3,60,9,0.008928571
Surg Oncol,2013,1,44,1,0.004255319
Surg Oncol,2014,1,32,1,0.004291845
Surg Oncol,2015,1,57,2,0.009433962
Surg Radiol Anat,1999,5,68,17,0.007462687
Surg Radiol Anat,2000,4,50,5,0.003436426
Surg Radiol Anat,2002,4,51,7,0.006756757
Surg Radiol Anat,2005,2,96,8,0.003164557
Surg Radiol Anat,2006,4,104,4,0.003021148
Surg Radiol Anat,2007,1,82,2,0.002604167
Surg Radiol Anat,2009,2,124,9,0.012376238
Surg Radiol Anat,2014,1,152,1,0.001706485
Surg. Clin. North Am.,1999,7,80,33,0.024464832
Surg. Clin. North Am.,2000,2,100,2,0.00304878
Surg. Clin. North Am.,2001,11,80,36,0.020771513
Surg. Clin. North Am.,2002,4,74,16,0.011627907
Surg. Clin. North Am.,2003,12,68,55,0.011173184
Surg. Clin. North Am.,2004,6,84,6,0.005698006
Surg. Clin. North Am.,2005,4,88,5,0.005882353
Surg. Clin. North Am.,2006,2,86,6,0.011730205
Surg. Clin. North Am.,2007,6,78,7,0.005681818
Surg. Clin. North Am.,2008,4,73,8,0.008426966
Surg. Clin. North Am.,2009,1,82,16,0.020057307
Surg. Clin. North Am.,2010,6,74,24,0.014285714
Surg. Clin. North Am.,2011,4,79,5,0.011428571
Surg. Clin. North Am.,2013,8,74,10,0.023498695
Surg. Clin. North Am.,2014,2,82,2,0.005221932
Surg. Oncol. Clin. N. Am.,2008,3,46,4,0.015463918
Surg. Oncol. Clin. N. Am.,2009,1,43,1,0.004975124
Surg. Oncol. Clin. N. Am.,2011,3,46,4,0.00913242
Surg. Oncol. Clin. N. Am.,2013,3,44,10,0.0456621
Surg. Oncol. Clin. N. Am.,2015,1,48,1,0.004524887
Surg. Today,1999,16,253,36,0.002157497
Surg. Today,2000,9,230,40,0.005065856
Surg. Today,2001,4,243,4,0.001972387
Surg. Today,2002,6,237,13,0.003853565
Surg. Today,2003,11,206,19,0.007
Surg. Today,2004,8,230,11,0.003171247
Surg. Today,2005,10,205,14,0.010582011
Surg. Today,2006,14,215,17,0.009846827
Surg. Today,2007,8,225,11,0.002217295
Surg. Today,2008,6,221,12,0.009793254
Surg. Today,2009,5,213,22,0.002192982
Surg. Today,2010,8,206,17,0.012008734
Surg. Today,2011,5,312,12,0.00886918
Surg. Today,2012,5,219,10,0.005076142
Surg. Today,2013,4,247,6,0.006134969
Surg. Today,2014,4,367,4,0.002949853
Surg. Today,2015,1,241,1,0.000848176
Surgeon,2004,2,55,8,0.073170732
Surgeon,2005,4,61,4,0.011904762
Surgeon,2007,2,56,2,0.005882353
Surgeon,2008,2,61,4,0.00297619
Surgeon,2010,4,50,5,0.011869436
Surgeon,2011,2,72,3,0.009375
Surgeon,2014,1,51,1,0.003174603
Surgery,1999,42,224,151,0.02874049
Surgery,2000,22,259,74,0.010265184
Surgery,2001,42,225,107,0.034042553
Surgery,2002,36,301,83,0.026495726
Surgery,2003,31,244,81,0.016840417
Surgery,2004,37,238,96,0.034645669
Surgery,2005,46,227,139,0.025396825
Surgery,2006,31,226,64,0.015810277
Surgery,2007,27,232,81,0.028037383
Surgery,2008,24,228,67,0.018771331
Surgery,2009,22,213,44,0.014680484
Surgery,2010,19,263,30,0.013973799
Surgery,2011,19,251,33,0.015050167
Surgery,2012,15,277,22,0.010869565
Surgery,2013,12,295,18,0.008870968
Surgery,2014,11,366,14,0.007751938
Surgery,2015,12,337,12,0.006564551
Surv Geophys,2015,1,0,1,0.5
Surv Ophthalmol,1999,15,70,63,0.063670412
Surv Ophthalmol,2000,5,53,53,0.024137931
Surv Ophthalmol,2001,24,47,365,0.199312715
Surv Ophthalmol,2002,25,46,117,0.04676259
Surv Ophthalmol,2003,7,51,78,0.109634551
Surv Ophthalmol,2004,16,39,50,0.043956044
Surv Ophthalmol,2005,14,34,39,0.049822064
Surv Ophthalmol,2006,8,33,52,0.057471264
Surv Ophthalmol,2007,17,52,56,0.090128755
Surv Ophthalmol,2008,9,47,33,0.044534413
Surv Ophthalmol,2009,8,47,37,0.029045643
Surv Ophthalmol,2010,3,41,5,0.011952191
Surv Ophthalmol,2011,2,34,5,0.008
Surv Ophthalmol,2012,5,36,18,0.046082949
Surv Ophthalmol,2013,4,47,4,0.015151515
Surv Ophthalmol,2014,4,58,8,0.036649215
Surv Ophthalmol,2015,2,51,3,0.009433962
Swed Dent J,2006,1,18,2,0.012820513
Swiss Med Wkly,2002,12,72,69,0.159663866
Swiss Med Wkly,2003,13,79,48,0.100456621
Swiss Med Wkly,2004,7,91,22,0.030959752
Swiss Med Wkly,2005,8,85,34,0.018223235
Swiss Med Wkly,2006,8,102,20,0.018518519
Swiss Med Wkly,2007,5,130,9,0.00867679
Swiss Med Wkly,2008,9,91,18,0.025242718
Swiss Med Wkly,2009,5,102,16,0.021153846
Swiss Med Wkly,2010,10,128,28,0.021978022
Swiss Med Wkly,2011,9,154,22,0.017605634
Swiss Med Wkly,2012,14,195,26,0.02739726
Swiss Med Wkly,2013,5,147,8,0.010218978
Swiss Med Wkly,2014,9,128,14,0.008356546
Swiss Med Wkly,2015,5,144,5,0.005563282
Symbiosis,2011,1,3,1,0.5
Symbiosis,2012,1,6,14,1.833333333
Synapse,1999,17,113,35,0.030991736
Synapse,2000,22,136,80,0.035294118
Synapse,2001,21,128,54,0.018315018
Synapse,2002,21,107,51,0.014059754
Synapse,2003,27,111,55,0.033450704
Synapse,2004,16,100,68,0.04886562
Synapse,2005,16,107,38,0.028248588
Synapse,2006,8,119,9,0.003960396
Synapse,2007,10,109,15,0.009920635
Synapse,2008,10,107,56,0.065843621
Synapse,2009,7,116,11,0.016427105
Synapse,2010,11,103,14,0.010245902
Synapse,2011,9,145,11,0.018907563
Synapse,2012,7,103,11,0.011741683
Synapse,2014,2,66,2,0.004264392
Synapse,2015,1,63,2,0.004739336
Synlett,2008,3,4,4,0.166666667
Synlett,2009,3,14,7,0.25
Synlett,2010,6,7,16,0.285714286
Synlett,2011,1,1,1,0.026315789
Synlett,2013,1,5,2,0.023255814
Synlett,2014,2,6,4,0.09375
Synth Commun,2013,2,3,48,0.285714286
Synth Commun,2014,1,3,1,0.1
Synth Met,2011,1,2,2,2
Synthesis (Stuttg),2001,1,1,5,0.5
Synthesis (Stuttg),2006,1,0,4,1.5
Synthesis (Stuttg),2008,2,4,7,1
Synthesis (Stuttg),2009,3,5,8,0.333333333
Synthesis (Stuttg),2010,3,6,19,0.625
Synthesis (Stuttg),2011,4,4,9,0.041666667
Synthesis (Stuttg),2012,3,7,4,0.096774194
Synthesis (Stuttg),2013,3,5,9,0.2
Syst Biol (Stevenage),2005,3,30,4,0.115384615
Syst Biol (Stevenage),2006,7,49,14,0.114754098
Syst Biol (Stevenage),2006,7,49,14,0.114754098
Syst Biol Reprod Med,2010,3,40,3,0.043478261
Syst Biol Reprod Med,2011,3,40,24,0.054347826
Syst Biol Reprod Med,2012,1,47,1,0.007194245
Syst Biol Reprod Med,2013,1,51,1,0.006097561
Syst Biol Reprod Med,2014,2,49,2,0.010152284
Syst. Appl. Microbiol.,1999,14,51,27,0.19047619
Syst. Appl. Microbiol.,2000,17,58,44,0.031496063
Syst. Appl. Microbiol.,2001,23,55,50,0.039800995
Syst. Appl. Microbiol.,2002,20,53,31,0.050359712
Syst. Appl. Microbiol.,2003,15,62,88,0.092783505
Syst. Appl. Microbiol.,2004,17,70,38,0.01320132
Syst. Appl. Microbiol.,2005,14,62,23,0.022222222
Syst. Appl. Microbiol.,2006,18,55,46,0.03514377
Syst. Appl. Microbiol.,2007,20,49,37,0.054140127
Syst. Appl. Microbiol.,2008,9,37,12,0.009803922
Syst. Appl. Microbiol.,2009,8,53,9,0.018796992
Syst. Appl. Microbiol.,2010,7,55,32,0.047808765
Syst. Appl. Microbiol.,2011,13,72,27,0.071129707
Syst. Appl. Microbiol.,2012,5,69,5,0.015625
Syst. Appl. Microbiol.,2013,9,70,10,0.017605634
Syst. Appl. Microbiol.,2014,7,67,9,0.016556291
Syst. Appl. Microbiol.,2015,2,70,2,0.006369427
Syst. Biol.,2001,3,66,12,0.006289308
Syst. Biol.,2008,5,69,15,0.01650165
Syst. Biol.,2010,2,49,12,0.017793594
Syst. Biol.,2012,4,72,20,0.0781893
Syst. Parasitol.,2005,2,61,2,0.004
Syst. Parasitol.,2010,1,55,1,0.00462963
Taiwan J Obstet Gynecol,2010,1,64,1,0.002583979
Taiwan J Obstet Gynecol,2011,4,103,10,0.011876485
Taiwan J Obstet Gynecol,2012,2,105,3,0.002212389
Taiwan J Obstet Gynecol,2014,1,124,1,0.001912046
Taiwan J Obstet Gynecol,2015,2,169,4,0.005555556
Talanta,1999,47,322,77,0.01124498
Talanta,2000,56,290,136,0.024426351
Talanta,2001,59,259,139,0.022130014
Talanta,2002,69,326,189,0.02902557
Talanta,2003,57,320,89,0.014603616
Talanta,2004,78,417,172,0.039364641
Talanta,2005,97,490,270,0.079474343
Talanta,2006,96,450,162,0.032085561
Talanta,2007,136,644,248,0.042574257
Talanta,2008,139,503,209,0.041683863
Talanta,2009,140,628,243,0.048524845
Talanta,2010,162,694,223,0.04317852
Talanta,2011,139,720,245,0.057077626
Talanta,2012,130,714,201,0.040622025
Talanta,2013,131,732,173,0.040035853
Talanta,2014,83,633,99,0.02005814
Talanta,2015,103,793,135,0.027912621
Target Oncol,2010,6,24,12,0.28125
Target Oncol,2011,4,22,5,0.060606061
Target Oncol,2012,7,28,10,0.063829787
Target Oncol,2013,0,33,0,0.007462687
Target Oncol,2014,2,38,2,0.00729927
Target Oncol,2015,3,53,7,0.027777778
Teach Learn Med,2001,1,32,1,0.027777778
Teach Learn Med,2004,1,59,1,0.006666667
Tech Coloproctol,2010,1,90,1,0.003546099
Tech Coloproctol,2011,5,100,6,0.010033445
Tech Coloproctol,2013,3,103,3,0.008042895
Tech Coloproctol,2015,0,106,0,0.001845018
Technol Health Care,2013,1,61,1,0.005780347
Technol Health Care,2014,2,96,2,0.01010101
Technol Health Care,2015,5,223,5,0.01953125
Technol. Cancer Res. Treat.,2005,21,50,136,0.223958333
Technol. Cancer Res. Treat.,2006,18,51,53,0.060150376
Technol. Cancer Res. Treat.,2007,21,54,235,0.338181818
Technol. Cancer Res. Treat.,2008,9,49,12,0.017182131
Technol. Cancer Res. Treat.,2009,10,45,29,0.039007092
Technol. Cancer Res. Treat.,2010,7,55,20,0.060606061
Technol. Cancer Res. Treat.,2011,9,52,32,0.073076923
Technol. Cancer Res. Treat.,2012,3,58,4,0.012195122
Technol. Cancer Res. Treat.,2013,3,57,4,0.016194332
Technol. Cancer Res. Treat.,2014,7,64,10,0.03187251
Technol. Cancer Res. Treat.,2015,2,78,4,0.015564202
Technometrics,2009,1,1,1,1
Technometrics,2013,1,1,7,0.142857143
Telemed J E Health,2002,4,26,6,0.020833333
Telemed J E Health,2004,4,66,53,0.109375
Telemed J E Health,2006,4,66,9,0.026666667
Telemed J E Health,2007,2,59,3,0.007407407
Telemed J E Health,2008,5,138,7,0.010380623
Telemed J E Health,2009,5,119,6,0.005277045
Telemed J E Health,2010,7,133,9,0.008888889
Telemed J E Health,2011,5,126,12,0.017045455
Telemed J E Health,2012,2,127,2,0.003311258
Telemed J E Health,2013,6,139,6,0.008605852
Ter. Arkh.,1999,7,216,8,0.003389831
Ter. Arkh.,2000,7,226,9,0.008007117
Ter. Arkh.,2001,5,214,5,0.00185701
Ter. Arkh.,2004,3,233,5,0.001904762
Ter. Arkh.,2005,3,236,11,0.008506616
Ter. Arkh.,2006,4,201,12,0.001872659
Ter. Arkh.,2007,1,202,1,0.001964637
Ter. Arkh.,2008,2,215,2,0.001006036
Ter. Arkh.,2011,1,170,2,0.001111111
Ter. Arkh.,2012,3,198,3,0.002366864
Ter. Arkh.,2013,1,222,1,0.001236094
Ter. Arkh.,2014,1,231,1,0.001212121
Ter. Arkh.,2015,3,223,4,0.004608295
"Teratog., Carcinog. Mutagen.",2000,4,29,9,0.016129032
"Teratog., Carcinog. Mutagen.",2001,4,39,22,0.0390625
"Teratog., Carcinog. Mutagen.",2002,5,42,6,0.006944444
Teratology,1999,7,83,17,0.014869888
Teratology,2000,5,80,12,0.003322259
Teratology,2001,2,62,2,0.00295858
Teratology,2002,3,78,3,0.002816901
Tetrahedron Asymmetry,2004,1,0,2,2
Tetrahedron Asymmetry,2005,3,0,7,2
Tetrahedron Asymmetry,2006,2,3,6,1
Tetrahedron Asymmetry,2009,3,3,4,0.125
Tetrahedron Asymmetry,2011,2,1,5,0.214285714
Tetrahedron Lett.,2000,5,1,34,1.090909091
Tetrahedron Lett.,2001,2,1,9,0.133333333
Tetrahedron Lett.,2002,2,1,5,0.066666667
Tetrahedron Lett.,2003,2,1,5,0.071428571
Tetrahedron Lett.,2005,2,4,25,0.666666667
Tetrahedron Lett.,2006,17,3,159,3
Tetrahedron Lett.,2007,35,20,159,2
Tetrahedron Lett.,2008,27,39,144,0.75308642
Tetrahedron Lett.,2009,41,52,137,0.25170068
Tetrahedron Lett.,2010,44,38,178,0.256410256
Tetrahedron Lett.,2011,30,55,100,0.14527027
Tetrahedron Lett.,2012,33,43,72,0.09202454
Tetrahedron Lett.,2013,28,31,81,0.12202381
Tetrahedron Lett.,2014,17,25,53,0.092715232
Tetrahedron Lett.,2015,21,89,49,0.08778626
Tetrahedron,2006,2,7,23,4
Tetrahedron,2007,26,29,115,3.583333333
Tetrahedron,2008,30,27,96,0.492537313
Tetrahedron,2009,28,39,125,0.435483871
Tetrahedron,2010,22,25,56,0.111702128
Tetrahedron,2011,26,35,79,0.230088496
Tetrahedron,2012,15,19,36,0.11637931
Tetrahedron,2013,13,32,53,0.153110048
Tetrahedron,2014,15,18,48,0.171122995
Tetrahedron,2015,9,29,20,0.075144509
Tex Heart Inst J,1999,2,54,3,0.003571429
Tex Heart Inst J,2001,2,73,3,0.003344482
Tex Heart Inst J,2002,4,60,25,0.032258065
Tex Heart Inst J,2003,6,71,11,0.012158055
Tex Heart Inst J,2004,7,82,14,0.028818444
Tex Heart Inst J,2005,10,119,32,0.035326087
Tex Heart Inst J,2006,7,123,17,0.044083527
Tex Heart Inst J,2007,8,95,11,0.006198347
Tex Heart Inst J,2009,7,131,16,0.015122873
Tex Heart Inst J,2010,5,166,12,0.020522388
Tex Heart Inst J,2011,5,173,7,0.003407155
Tex Heart Inst J,2012,1,218,1,0.001512859
Tex Heart Inst J,2013,1,136,1,0.001270648
Tex Heart Inst J,2014,2,154,3,0.001259446
Theor Biol Med Model,2010,2,41,2,0.006711409
Theor Biol Med Model,2011,4,43,7,0.013245033
Theor Biol Med Model,2012,4,51,9,0.026845638
Theor Biol Med Model,2013,4,62,4,0.011235955
Theor Biol Med Model,2014,2,56,13,0.013953488
Theor Chem Acc,2012,1,4,1,0.125
Theor Popul Biol,2001,3,50,3,0.005714286
Theor Popul Biol,2003,2,67,2,0.009009009
Theor Popul Biol,2008,1,82,3,0.007142857
Theor Popul Biol,2013,1,75,1,0.004201681
Theor. Appl. Genet.,1999,18,28,35,0.010695187
Theor. Appl. Genet.,2002,95,250,226,0.539473684
Theor. Appl. Genet.,2003,105,257,299,0.232736573
Theor. Appl. Genet.,2004,98,294,227,0.083451202
Theor. Appl. Genet.,2005,94,245,189,0.064545455
Theor. Appl. Genet.,2006,92,206,1820,0.394718555
Theor. Appl. Genet.,2007,62,165,106,0.030172414
Theor. Appl. Genet.,2008,57,173,134,0.055555556
Theor. Appl. Genet.,2009,60,208,96,0.045578851
Theor. Appl. Genet.,2010,70,182,125,0.076023392
Theor. Appl. Genet.,2011,61,194,93,0.067209776
Theor. Appl. Genet.,2012,48,219,72,0.050645482
Theor. Appl. Genet.,2013,43,197,72,0.046934866
Theor. Appl. Genet.,2014,25,176,35,0.025590551
Theor. Appl. Genet.,2015,27,165,43,0.024922118
Theory Biosci.,2008,3,30,3,0.012987013
Theory Biosci.,2010,1,27,1,0.01010101
Theory Biosci.,2011,1,24,2,0.00877193
Theory Biosci.,2013,1,26,4,0.036697248
Ther Adv Med Oncol,2014,4,22,8,0.068376068
Ther Adv Med Oncol,2015,6,21,14,0.10619469
Ther Adv Neurol Disord,2014,5,20,7,0.025210084
Ther Adv Neurol Disord,2015,7,22,18,0.126126126
Ther Adv Respir Dis,2014,1,17,1,0.007692308
Ther Adv Respir Dis,2015,4,25,6,0.042372881
Ther Apher Dial,2005,11,69,18,0.050632911
Ther Apher Dial,2006,9,64,17,0.041152263
Ther Apher Dial,2007,3,71,3,0.003125
Ther Apher Dial,2008,4,85,7,0.009584665
Ther Apher Dial,2009,7,77,10,0.020710059
Ther Apher Dial,2010,4,71,6,0.00867052
Ther Apher Dial,2011,1,94,1,0.002777778
Ther Apher Dial,2012,2,61,2,0.005025126
Ther Apher Dial,2013,2,80,2,0.002604167
Ther Apher Dial,2014,6,82,6,0.007575758
Ther Apher Dial,2015,3,80,5,0.002403846
Ther Clin Risk Manag,2012,3,40,12,0.029411765
Ther Clin Risk Manag,2013,4,49,48,0.149635036
Ther Clin Risk Manag,2014,5,101,12,0.048034934
Ther Clin Risk Manag,2015,12,187,25,0.069090909
Ther Drug Monit,1999,7,94,11,0.004149378
Ther Drug Monit,2000,27,98,75,0.050739958
Ther Drug Monit,2001,12,92,22,0.020876827
Ther Drug Monit,2002,20,93,72,0.021367521
Ther Drug Monit,2003,8,94,16,0.019607843
Ther Drug Monit,2004,14,99,19,0.021598272
Ther Drug Monit,2005,14,116,34,0.019955654
Ther Drug Monit,2006,10,123,31,0.016771488
Ther Drug Monit,2007,7,101,33,0.009940358
Ther Drug Monit,2008,10,108,19,0.017647059
Ther Drug Monit,2009,6,91,14,0.007797271
Ther Drug Monit,2010,8,115,13,0.018867925
Ther Drug Monit,2011,9,92,13,0.019522777
Ther Drug Monit,2012,7,99,8,0.011135857
Ther Drug Monit,2013,2,106,2,0.002283105
Ther Drug Monit,2014,4,115,4,0.00660793
Ther Drug Monit,2015,2,117,2,0.004415011
Ther Innov Regul Sci,2015,2,119,2,0.005076142
Theranostics,2012,48,57,143,2.941176471
Theranostics,2013,46,49,142,0.758865248
Theranostics,2014,33,55,93,0.259259259
Theranostics,2015,31,79,59,0.141566265
Therap Adv Gastroenterol,2015,4,33,8,0.051094891
Therapie,1999,4,93,10,0.002392344
Therapie,2000,6,84,17,0.022727273
Therapie,2001,4,108,4,0.009661836
Therapie,2002,3,74,6,0.006593407
Therapie,2003,2,61,3,0.002150538
Therapie,2004,4,81,5,0.004728132
Therapie,2005,2,70,4,0.00462963
Therapie,2006,2,84,4,0.008086253
Therapie,2009,3,46,3,0.005730659
Theriogenology,1999,52,187,383,0.144607843
Theriogenology,2000,45,207,177,0.06772009
Theriogenology,2001,40,182,175,0.051470588
Theriogenology,2002,46,190,150,0.04989605
Theriogenology,2003,38,246,153,0.05186722
Theriogenology,2004,31,257,64,0.020812686
Theriogenology,2005,55,294,141,0.045235804
Theriogenology,2006,55,373,183,0.041166381
Theriogenology,2007,54,301,114,0.027961737
Theriogenology,2008,39,273,149,0.032100488
Theriogenology,2009,41,268,96,0.035543404
Theriogenology,2010,24,310,313,0.096343179
Theriogenology,2011,28,359,44,0.01582517
Theriogenology,2012,24,404,30,0.01402214
Theriogenology,2013,13,297,19,0.006798097
Theriogenology,2014,13,308,15,0.007477906
Theriogenology,2015,10,377,11,0.006177076
Thermochim Acta,2011,1,0,2,1
Thin Solid Films,2007,1,0,11,1
Thin Solid Films,2011,1,1,9,0.857142857
Thin Solid Films,2015,1,0,1,0.166666667
Thorac Cancer,2013,1,60,2,0.015625
Thorac Cancer,2014,2,92,2,0.004739336
Thorac Cancer,2015,4,122,5,0.014492754
Thorac Cardiovasc Surg,1999,9,100,90,0.023121387
Thorac Cardiovasc Surg,2000,3,83,10,0.013157895
Thorac Cardiovasc Surg,2001,4,89,5,0.002531646
Thorac Cardiovasc Surg,2002,3,86,3,0.004950495
Thorac Cardiovasc Surg,2003,3,68,5,0.010075567
Thorac Cardiovasc Surg,2004,3,67,34,0.027624309
Thorac Cardiovasc Surg,2005,1,92,3,0.002881844
Thorac Cardiovasc Surg,2006,3,128,4,0.00862069
Thorac Cardiovasc Surg,2007,2,132,19,0.012919897
Thorac Cardiovasc Surg,2008,4,127,21,0.017817372
Thorac Cardiovasc Surg,2009,1,133,6,0.01183432
Thorac Cardiovasc Surg,2010,4,135,4,0.003663004
Thorac Cardiovasc Surg,2014,2,122,2,0.003539823
Thorax,1999,35,168,107,0.019215988
Thorax,2000,37,192,112,0.012882448
Thorax,2001,21,160,32,0.004962779
Thorax,2002,35,172,104,0.019298246
Thorax,2003,47,154,137,0.033717835
Thorax,2004,36,162,88,0.026642984
Thorax,2005,27,153,64,0.036199095
Thorax,2006,39,134,124,0.0532972
Thorax,2007,30,144,101,0.039233577
Thorax,2008,24,164,60,0.025046382
Thorax,2009,19,175,32,0.012950971
Thorax,2010,21,171,45,0.015668203
Thorax,2011,17,158,42,0.016605166
Thorax,2012,26,146,54,0.035492458
Thorax,2013,16,165,36,0.019480519
Thorax,2014,9,171,12,0.008219178
Thorax,2015,9,177,19,0.015232975
Thromb. Haemost.,1999,130,340,395,0.050935551
Thromb. Haemost.,2000,80,250,211,0.021803766
Thromb. Haemost.,2001,115,275,390,0.069099757
Thromb. Haemost.,2002,77,237,197,0.041375872
Thromb. Haemost.,2003,69,213,218,0.028306742
Thromb. Haemost.,2004,77,256,247,0.049151551
Thromb. Haemost.,2005,78,290,195,0.043243243
Thromb. Haemost.,2006,52,224,151,0.029758215
Thromb. Haemost.,2007,66,262,171,0.047089601
Thromb. Haemost.,2008,52,245,139,0.037294564
Thromb. Haemost.,2009,49,257,118,0.032156368
Thromb. Haemost.,2010,52,233,130,0.053315995
Thromb. Haemost.,2011,35,226,90,0.028957529
Thromb. Haemost.,2012,22,237,34,0.018157364
Thromb. Haemost.,2013,27,240,57,0.029957204
Thromb. Haemost.,2014,20,241,32,0.010518407
Thromb. Haemost.,2015,13,258,20,0.013168087
Thromb. Res.,1999,40,143,111,0.033760186
Thromb. Res.,2000,73,201,269,0.051344743
Thromb. Res.,2001,47,179,158,0.056451613
Thromb. Res.,2002,48,195,109,0.053469852
Thromb. Res.,2003,39,178,102,0.036157025
Thromb. Res.,2004,28,99,67,0.024703557
Thromb. Res.,2005,26,135,42,0.024361949
Thromb. Res.,2006,24,128,64,0.026602177
Thromb. Res.,2007,46,231,98,0.06
Thromb. Res.,2008,44,209,143,0.082224909
Thromb. Res.,2009,26,241,66,0.033502538
Thromb. Res.,2010,61,301,127,0.070240296
Thromb. Res.,2011,26,226,40,0.022539444
Thromb. Res.,2012,46,407,87,0.041884817
Thromb. Res.,2013,25,272,45,0.01653944
Thromb. Res.,2014,25,409,31,0.012978986
