Institution Name,Year,Number of Patent-Cited Articles,Number of Non-Patent-Cited Articles,Total Number of Unique Patent Family Citations,Patent Impact Factor,NIH Funding,Institution Type
University of Oklahoma,2008,25,266,57,0.022222222,42093199,Education
University of Oklahoma,2015,11,258,42,0.025067144,50775008,Education
University of Oklahoma,2010,26,276,48,0.020193152,47958048,Education
University of Oklahoma,2007,34,230,156,0.073684211,48817768,Education
University of Oklahoma,2011,32,228,84,0.035897436,47883174,Education
University of Oklahoma,2002,23,144,149,0.035958904,38390449,Education
University of Oklahoma,2003,18,156,108,0.028667791,46953375,Education
University of Oklahoma,2000,16,106,113,0.018315018,25972487,Education
University of Pennsylvania,2006,568,1893,3336,0.104608954,454729954,Education
University of Pennsylvania,2001,561,1548,3628,0.09811108,369407367,Education
University of Pennsylvania,2003,590,1633,4631,0.110270548,434456754,Education
University of Pennsylvania,2011,447,2468,2684,0.107758201,462600262,Education
University of Pennsylvania,2002,508,1479,4039,0.093977498,408976400,Education
University of Pennsylvania,2009,474,2054,2883,0.078666267,454903123,Education
University of Pennsylvania,2008,518,2093,3156,0.087524427,438982507,Education
University of Pennsylvania,2005,602,1890,3792,0.10439876,471350481,Education
University of Pennsylvania,2015,205,2836,661,0.042765326,453359803,Education
University of Pennsylvania,2012,351,2495,1363,0.065058682,457486100,Education
University of Pennsylvania,2007,499,1883,3155,0.083777848,451453875,Education
University of Pennsylvania,2010,421,2231,2149,0.078374888,481559772,Education
University of Pennsylvania,2013,311,2693,1635,0.081902007,451194908,Education
University of Pennsylvania,2000,504,1354,4124,0.114939115,321045261,Education
University of Pennsylvania,2004,564,1754,4027,0.101931722,464076925,Education
University of Pennsylvania,2014,260,2695,969,0.060830605,484421830,Education
University of Pittsburgh,2010,338,1760,1301,0.060938683,424154899,Education
University of Pittsburgh,2005,386,1468,1998,0.089187439,385680084,Education
University of Pittsburgh,2006,390,1525,1951,0.078271381,390950510,Education
University of Pittsburgh,2013,239,1994,682,0.044977861,408811001,Education
University of Pittsburgh,2008,369,1614,1603,0.066485014,387723667,Education
University of Pittsburgh,2012,273,1921,865,0.054115398,430027932,Education
University of Pittsburgh,2000,299,1079,2238,0.077764519,224657761,Education
University of Pittsburgh,2014,168,1900,350,0.030275541,419993404,Education
University of Pittsburgh,2004,359,1224,1995,0.076059641,360635035,Education
University of Pittsburgh,2009,370,1658,1623,0.071797521,425916928,Education
University of Pittsburgh,2011,316,1873,1072,0.056424787,416264345,Education
University of Pittsburgh,2007,351,1599,1783,0.078228358,394089198,Education
University of Pittsburgh,2001,318,1093,1973,0.071097372,262541791,Education
University of Pittsburgh,2003,329,1230,1713,0.064163582,348225811,Education
University of Pittsburgh,2015,97,1916,202,0.01701556,430310349,Education
University of Pittsburgh,2002,329,1247,1823,0.071549614,297160525,Education
University of Puerto Rico System,2005,1,1,1,0.125,50047578,Education
University of Puerto Rico System,2013,1,7,2,0.083333333,39843047,Education
University of Puerto Rico System,2003,1,1,6,0.5,47950439,Education
University of Puerto Rico System,2014,1,12,2,0.125,32030045,Education
University of Rhode Island,2015,7,82,9,0.041666667,11726847,Education
University of Rhode Island,2008,9,86,22,0.025423729,9842305,Education
University of Rhode Island,2009,13,83,32,0.036553525,11843408,Education
University of Rhode Island,2014,5,78,9,0.016359918,12799909,Education
University of Rhode Island,2011,11,114,50,0.094763092,15400084,Education
University of Rhode Island,2000,10,45,87,0.069767442,5329460,Education
University of Rhode Island,2005,12,64,46,0.06640625,7727691,Education
University of Rhode Island,2003,10,64,34,0.066945607,8028657,Education
University of Rhode Island,2007,15,100,37,0.041533546,7869952,Education
University of Rhode Island,2004,9,58,71,0.040983607,8395192,Education
University of Rhode Island,2010,12,80,25,0.024813896,12992878,Education
University of Rhode Island,2013,18,100,38,0.062634989,15715843,Education
University of Rhode Island,2002,4,48,25,0.004016064,7109035,Education
University of Rhode Island,2006,12,84,94,0.066914498,8121081,Education
University of Rhode Island,2001,6,57,30,0.017777778,7088563,Education
University of Rhode Island,2012,14,132,30,0.03892944,14298478,Education
University of Richmond,2012,1,30,4,0.025,804006,Education
University of Richmond,2013,3,23,9,0.074468085,111375,Education
University of Richmond,2004,2,6,2,0.058823529,180590,Education
University of Richmond,2007,2,6,10,0.121212121,351031,Education
University of Richmond,2008,4,13,10,0.135135135,583924,Education
University of Richmond,2005,4,7,13,0.2,190980,Education
University of Rochester,2015,37,547,62,0.019245283,148136024,Education
University of Rochester,2009,120,555,534,0.068903319,188205578,Education
University of Rochester,2010,118,582,487,0.074140401,186789253,Education
University of Rochester,2012,77,592,241,0.045601436,164396012,Education
University of Rochester,2008,133,561,611,0.062291435,169042971,Education
University of Rochester,2006,122,556,593,0.049233253,160331174,Education
University of Rochester,2007,141,586,538,0.060038986,169889867,Education
University of Rochester,2013,84,559,195,0.045685279,146849347,Education
University of Rochester,2003,144,452,800,0.089597902,151562586,Education
University of Rochester,2011,106,589,401,0.057528409,158400893,Education
University of Rochester,2005,137,518,624,0.068936877,162312479,Education
University of Rochester,2002,135,455,885,0.072605791,132046956,Education
University of Rochester,2014,54,514,192,0.048522437,147463102,Education
University of Rochester,2000,123,465,656,0.046746104,103309284,Education
University of Rochester,2001,141,441,734,0.073443798,119387615,Education
University of Rochester,2004,141,485,681,0.067116927,157549144,Education
University of San Diego,2002,1,14,28,0.25,212611,Education
University of San Diego,2003,1,13,1,0.06122449,308055,Education
University of San Diego,2010,3,22,4,0.058823529,612945,Education
University of San Diego,2006,1,16,1,0.015625,450589,Education
University of San Diego,2004,1,19,1,0.02,196114,Education
University of San Francisco,2014,0,18,0,0.012195122,424783,Education
University of San Francisco,2004,2,10,22,0.049180328,266069,Education
University of San Francisco,2009,1,13,1,0.015151515,213235,Education
University of San Francisco,2005,1,14,1,0.030769231,65557,Education
University of South Alabama,2010,17,95,48,0.046610169,10142717,Education
University of South Alabama,2003,14,82,62,0.016359918,11940482,Education
University of South Alabama,2013,8,98,15,0.015317287,8981444,Education
University of South Alabama,2007,17,110,45,0.034642032,10522520,Education
University of South Alabama,2006,23,93,116,0.078384798,11888857,Education
University of South Alabama,2005,17,95,256,0.131578947,11337162,Education
University of South Alabama,2015,7,105,12,0.019565217,10533074,Education
University of South Alabama,2008,15,103,89,0.079741379,10822670,Education
University of South Alabama,2011,17,92,32,0.034042553,9731569,Education
University of South Alabama,2012,22,102,40,0.044247788,11915863,Education
University of South Alabama,2009,18,90,56,0.033684211,9948787,Education
University of South Alabama,2002,16,88,148,0.035580524,11806114,Education
University of South Alabama,2014,6,103,11,0.015283843,8766736,Education
University of South Alabama,2004,24,84,144,0.075555556,16401312,Education
University of South Alabama,2000,29,111,139,0.033898305,10687475,Education
University of South Alabama,2001,14,94,95,0.05,11386320,Education
University of South Carolina System,2013,33,502,88,0.037812682,30162830,Education
University of South Carolina System,2007,34,307,147,0.043405676,29608078,Education
University of South Carolina System,2015,14,509,24,0.014388489,36582782,Education
University of South Carolina System,2010,40,340,144,0.04144385,31604341,Education
University of South Carolina System,2005,33,288,133,0.036224976,27532968,Education
University of South Carolina System,2004,31,266,234,0.064321608,21392622,Education
University of South Carolina System,2006,52,289,228,0.064343164,28531051,Education
University of South Carolina System,2012,29,410,57,0.014563107,30999155,Education
University of South Carolina System,2008,50,317,156,0.039938556,27942407,Education
University of South Carolina System,2009,44,394,184,0.041484716,29082805,Education
University of South Carolina System,2002,39,223,195,0.132875143,15703489,Education
University of South Carolina System,2000,34,209,269,0.095419847,9330327,Education
University of South Carolina System,2001,40,209,253,0.08543923,12222188,Education
University of South Carolina System,2011,37,415,114,0.037109375,30883838,Education
University of South Carolina System,2014,21,472,36,0.013736264,38676427,Education
University of South Carolina System,2003,34,203,236,0.05514316,21685974,Education
University of South Dakota,2007,14,69,119,0.072033898,9865452,Education
University of South Dakota,2004,6,46,8,0.011976048,10083677,Education
University of South Dakota,2002,7,33,25,0.025641026,6971082,Education
University of South Dakota,2015,8,82,11,0.01758794,5765940,Education
University of South Dakota,2003,5,42,8,0.013071895,8840649,Education
University of South Dakota,2013,11,97,33,0.044386423,6772191,Education
University of South Dakota,2011,11,87,25,0.033426184,6591634,Education
University of South Dakota,2006,6,76,22,0.010309278,12753179,Education
University of South Dakota,2012,20,77,67,0.069705094,8358152,Education
University of South Dakota,2000,2,38,4,0.00621118,4756936,Education
University of South Dakota,2008,9,78,105,0.076642336,11044942,Education
University of South Dakota,2010,7,84,14,0.020057307,6600876,Education
University of South Dakota,2014,7,82,11,0.019950125,5970350,Education
University of South Dakota,2001,3,37,7,0.018518519,4667820,Education
University of South Dakota,2009,3,90,16,0.022580645,9476831,Education
University of Southern California,2002,177,785,1355,0.068404822,147503306,Education
University of Southern California,2006,227,962,1195,0.083682008,167288806,Education
University of Southern California,2011,193,1158,687,0.08085286,199021024,Education
